url,title,price,location,location_tag,google_maps_url,br_ba,ft,available_till,cover_img,posting_id,posting_date,is_available_now,has_cats_ok,has_dogs_ok,has_wd_in_unit,is_furnished,has_attached_garage,no_smoking,is_wheelchair_accessible,has_air_conditioning,has_ev_charging
https://losangeles.craigslist.org/sgv/apa/d/los-angeles-bed-ev-chargers-situated-in/7751289600.html,"2 Bed, EV Chargers, Situated in Los Angeles!","$2,904","1221 W. 3rd St., Los Angeles, CA 90017","<span> (1221 W. 3rd St., Los Angeles, CA)</span>","https://www.google.com/maps/search/34.055900,-118.266600",2BR / 2Ba,985ft,,https://images.craigslist.org/00V0V_bZXYfJz4jJD_05a03r_600x450.jpg,7751289600,2024-05-27T23:45:40-0700,False,False,False,True,False,False,False,False,False,False
https://losangeles.craigslist.org/lac/apa/d/los-angeles-usc-summer-sublet-pvt/7748749420.html,USC Summer Sublet Pvt Studio Great Locatio Near Campus,"$1,450","W 37th Place, Los Angeles, CA 90007",<span> (Los Angeles)</span>,"https://www.google.com/maps/search/34.020119,-118.297112",1BR / 1Ba,,,https://images.craigslist.org/00202_jK8jSgciZeE_0CI0t2_600x450.jpg,7748749420,2024-05-20T07:04:18-0700,False,False,False,False,False,False,False,False,False,False
https://losangeles.craigslist.org/ant/apa/d/santa-clarita-santa-clarita-ca-2bd-2ba/7742776249.html,"Santa Clarita CA, 2BD 2BA, Private Patios and Balconies","$2,328","23700 Valle Del Oro, Santa Clarita, CA 91321","<span> (23700 Valle Del Oro, Santa Clarita, CA)</span>","https://www.google.com/maps/search/34.379500,-118.523000",2BR / 2Ba,832ft,,https://images.craigslist.org/01515_53KLit5Je7z_0jm0cU_600x450.jpg,7742776249,2024-05-01T15:18:19-0700,True,True,True,True,False,False,False,True,True,False
https://losangeles.craigslist.org/wst/apa/d/venice-in-venice-bd-ba-controlled/7745367061.html,"In Venice, 1/BD 1/BA, Controlled Access/Gated","$4,000","1720 Pacific Ave, Venice, CA 90291","<span> (1720 Pacific Ave, Venice, CA)</span>","https://www.google.com/maps/search/33.987065,-118.470748",1BR / 1Ba,760ft,,https://images.craigslist.org/00505_9HX7DzAsVLF_0jm09G_600x450.jpg,7745367061,2024-05-09T14:14:57-0700,False,False,False,False,False,False,True,False,False,False
https://losangeles.craigslist.org/lac/apa/d/los-angeles-2bd-2ba-in-los-angeles-ca/7750059550.html,"2bd 2ba, in Los Angeles CA, Disability Access","$3,354","1026 S Broadway, Los Angeles, CA 90015","<span> (1026 S Broadway, Los Angeles, CA)</span>","https://www.google.com/maps/search/34.043400,-118.271600",2BR / 2Ba,964ft,,https://images.craigslist.org/00H0H_dxa1MhK63X9_0CI0pO_600x450.jpg,7750059550,2024-05-23T21:15:20-0700,True,False,False,True,False,False,False,False,True,True
https://losangeles.craigslist.org/sgv/apa/d/los-angeles-urban-living-at-its-finest/7745774846.html,Urban Living at its Finest! Spacious 1 Bedroom Apartment in Los Feliz!,"$2,100","1646 N Harvard Blvd, Los Angeles, CA 90027","<span> (1646 N Harvard Blvd, Los Angeles, CA)</span>","https://www.google.com/maps/search/34.101241,-118.304049",1BR / 1Ba,650ft,,https://images.craigslist.org/00g0g_g3I1N9CElRL_0ew0aT_600x450.jpg,7745774846,2024-05-10T18:03:04-0700,False,True,True,False,False,False,True,False,False,False
https://losangeles.craigslist.org/lac/apa/d/los-angeles-fitness-center-ev-charging/7747286764.html,"Fitness Center, EV Charging Stations, Microwave","$2,646","600 S Curson St, Los Angeles, CA 90036","<span> (600 S Curson St, Los Angeles, CA)</span>","https://www.google.com/maps/search/34.069900,-118.349200",1BR / 1Ba,702ft,,https://images.craigslist.org/00N0N_7EGM9eWqtPC_0q80hq_600x450.jpg,7747286764,2024-05-15T13:18:21-0700,True,True,True,False,False,False,True,True,False,True
https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-resort-style-living-tennis/7746892414.html,"Resort Style Living, Tennis, Volleyball, Spas, Theater, Pet Friendly","$3,975","4470 Woodman Ave, Sherman Oaks, CA 91423",<span> (Sherman Oaks)</span>,"https://www.google.com/maps/search/34.152273,-118.430777",2BR / 2Ba,1196ft,,https://images.craigslist.org/00C0C_luI49aeaGfR_0jm0cU_600x450.jpg,7746892414,2024-05-14T11:13:23-0700,True,True,True,True,False,True,True,True,True,True
https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-need-month-to-month-no/7745419814.html,Need month-to-month? No problem! Call us today for details...,"$3,780","4600 Vía Marina, Marina del Rey, CA 90292","<span> (4600 Vía Marina, Marina del Rey, CA)</span>","https://www.google.com/maps/search/33.977900,-118.452500",2BR / 2Ba,924ft,,https://images.craigslist.org/00U0U_iQhA5oEROaj_0wg0g8_600x450.jpg,7745419814,2024-05-09T17:13:26-0700,True,True,True,False,False,False,False,False,False,False
https://losangeles.craigslist.org/sgv/apa/d/pasadena-unmatched-convenience/7743357282.html,Unmatched Convenience: Microwave Included at 296 N Oakland Ave,"$2,175","296 N Oakland Ave, Pasadena, CA 91101","<span> (296 N Oakland Ave, Pasadena, CA)</span>","https://www.google.com/maps/search/34.151120,-118.139586",1BR / 1Ba,708ft,,https://images.craigslist.org/00l0l_a24zGS7GJDB_0ak06T_600x450.jpg,7743357282,2024-05-03T11:09:45-0700,False,True,True,False,False,False,True,False,True,False
https://losangeles.craigslist.org/sgv/apa/d/rosemead-barbeque-picnic-area-central/7746046231.html,"Barbeque Picnic Area, Central Air/Heat, Gated Parking","$2,475","1415 N. San Gabriel Blvd, Rosemead, CA 91770","<span> (1415 N. San Gabriel Blvd, Rosemead, CA)</span>","https://www.google.com/maps/search/34.065800,-118.085300",2BR / 1Ba,850ft,,https://images.craigslist.org/00n0n_jHCJMKBE04U_0q70hq_600x450.jpg,7746046231,2024-05-11T15:08:25-0700,True,True,True,False,False,False,True,True,False,False
https://losangeles.craigslist.org/lac/apa/d/burbank-spacious-one-bedroom-main-floor/7751290149.html,Spacious (one-bedroom main floor) apartment on a !! Burbank !!,$965,"605 S Sparks St, Burbank, CA 91506",<span> (Burbank)</span>,"https://www.google.com/maps/search/34.159324,-118.318073",1BR / 1Ba,available jul 6,,https://images.craigslist.org/00P0P_iO0QHyMezoJ_0da08Y_600x450.jpg,7751290149,2024-05-27T23:54:54-0700,False,True,False,True,False,False,True,False,False,False
